variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status,image
201-143,Melon,,"Samsori melon, very vigorous plant, dark green leaves, early.","Round, green flesh color, good netting, pale green skin color with stripes, small seed cavity, juicy, 1 - 1,5 kg, good taste.",HR: Fom 0-2 / MNSV,Low tunnel and open field.,"Plant: Samsori melon, very vigorous plant, dark green leaves, early.
Fruit: Round, green flesh color, good netting, pale green skin color with stripes, small seed cavity, juicy, 1 - 1,5 kg, good taste.
Cultivation: Low tunnel and open field.",Iran,IVANA F1,In Progress,201-143.jpg
201-196,Melon,,"Strong, very early, high production, dark green leaves.","Oval, yellow-orange skin color, creamy flesh color, very nice taste and aroma, 2-2,5 kg.",,Open field.,"Plant: Strong, very early, high production, dark green leaves.
Fruit: Oval, yellow-orange skin color, creamy flesh color, very nice taste and aroma, 2-2,5 kg.
Cultivation: Open field.",,,,201-196.jpg
201-217,Melon,,"Strong, very early, high setting, dark green leaves.","Oval, very good net, small seed cavity, yellow-orange skin color with slightly stripes, creamy flesh color, 2-2,5 kg.",,Open field.,"Plant: Strong, very early, high setting, dark green leaves.
Fruit: Oval, very good net, small seed cavity, yellow-orange skin color with slightly stripes, creamy flesh color, 2-2,5 kg.
Cultivation: Open field.",,,,201-217.jpg
201-319,Melon,,"Mid-early, strong, dark green leaves, good leaf cover.","Canary, oval, white flesh, firm, small seed cavity, good netting, 3-4 kg, tasty.","HR: MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field.","Plant: Mid-early, strong, dark green leaves, good leaf cover.
Fruit: Canary, oval, white flesh, firm, small seed cavity, good netting, 3-4 kg, tasty.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,201-319.jpg
201-321,Melon,,"early, strong, dark green leaves.","Canary, oval, white flesh, dark yellow skin color, slightly ribbed skin, small seed cavity, 3-3,5 kg, tasty.","HR: MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field.","Plant: early, strong, dark green leaves.
Fruit: Canary, oval, white flesh, dark yellow skin color, slightly ribbed skin, small seed cavity, 3-3,5 kg, tasty.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,201-321.jpg
201-354,Melon,,"Canary melon, strong, good leaf cover, early.","Oval fruit, very tasty, small seed cavity, 1 kg, very firm, slightly veined.",,"Open field, low tunnel and greenhouse.","Plant: Canary melon, strong, good leaf cover, early.
Fruit: Oval fruit, very tasty, small seed cavity, 1 kg, very firm, slightly veined.
Cultivation: Open field, low tunnel and greenhouse.",,,,201-354.jpg
201-414,Melon,,"Strong, early, very high production.","Piel de Sapo, oval, yellowish green skin color and white flesh, 3-4 kg, long shelf life.","HR: Fom 0,1,2, MNSV","Greenhouse, low tunnel and open field.","Plant: Strong, early, very high production.
Fruit: Piel de Sapo, oval, yellowish green skin color and white flesh, 3-4 kg, long shelf life.
Cultivation: Greenhouse, low tunnel and open field.",,,,201-414.jpg
211-146,Melon,,"Galia melon, strong plant, dark green leaves, productive, early.","Round, yellow skin color, very good netting, cream-green flesh color, 1 kg, firm, crispy, small seed cavity, very firm.","HR: MNSV, Fom 0-1-2",Greenhouse and open field.,"Plant: Galia melon, strong plant, dark green leaves, productive, early.
Fruit: Round, yellow skin color, very good netting, cream-green flesh color, 1 kg, firm, crispy, small seed cavity, very firm.
Cultivation: Greenhouse and open field.",,,,211-146.jpg
211-167,Melon,,"Strong, early, high production.","Gaila, round, firm, green flesh, long shelf life, good net,1-1,5 kg, small seed cavity.","HR: MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field.","Plant: Strong, early, high production.
Fruit: Gaila, round, firm, green flesh, long shelf life, good net,1-1,5 kg, small seed cavity.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,211-167.jpg
211-186,Melon,,"Charantais melon, strong, dark green leaves, early.","Short-oval, orange flesh color, intensive netting, small seed cavity, crispy, 1,5-2 kg.","HR: MNSV, Fom 0,2",Low tunnel and open field.,"Plant: Charantais melon, strong, dark green leaves, early.
Fruit: Short-oval, orange flesh color, intensive netting, small seed cavity, crispy, 1,5-2 kg.
Cultivation: Low tunnel and open field.",,,,211-186.jpg
211-191,Melon,,"Charantais melon, strong, dark green leaves, early.","Round, orange flesh color, intensive netting, small seed cavity, crispy, 1 - 1,5 kg.","HR: MNSV, Fom 0,1",Low tunnel and open field.,"Plant: Charantais melon, strong, dark green leaves, early.
Fruit: Round, orange flesh color, intensive netting, small seed cavity, crispy, 1 - 1,5 kg.
Cultivation: Low tunnel and open field.",Morocco,CHAVAT F1,Registered,211-191.jpg
211-198,Melon,,"Charantais melon, vigorous, dark green leaves, early.","Round, orange flesh color, intensive netting, small seed cavity, crispy, 1 - 1,5 kg.","HR: Fom 0,1,2, MNSV IR: Px",Low tunnel and open field.,"Plant: Charantais melon, vigorous, dark green leaves, early.
Fruit: Round, orange flesh color, intensive netting, small seed cavity, crispy, 1 - 1,5 kg.
Cultivation: Low tunnel and open field.",,,,211-198.jpg
211-218,Melon,,"Mini Honeydew melon, strong plant, dark green leaves, productive. very early.","Oval, white skin color, white flesh color, 1- 1,5 kg, very firm and crispy, sweet, Brix: %18, small seed cavity.",,Greenhouse and open field.,"Plant: Mini Honeydew melon, strong plant, dark green leaves, productive. very early.
Fruit: Oval, white skin color, white flesh color, 1- 1,5 kg, very firm and crispy, sweet, Brix: %18, small seed cavity.
Cultivation: Greenhouse and open field.",,,,211-218.jpg
211-235,Melon,,"Special melon, strong plant, dark green leaves, productive.","Oval, white skin color, orange flesh color, 1- 1,5 kg, very firm and crispy, sweet, Brix: %17, small seed cavity.","HR: Fom 0,2",Greenhouse and open field.,"Plant: Special melon, strong plant, dark green leaves, productive.
Fruit: Oval, white skin color, orange flesh color, 1- 1,5 kg, very firm and crispy, sweet, Brix: %17, small seed cavity.
Cultivation: Greenhouse and open field.",Spain,DIEGO F1,In Progress,211-235.jpg
,,,,,,,,Colombia,RANGER F1,In Progress,
,,,,,,,,Mexico,DIEGO F1,In Progress,
211-312,Melon,,"Strong, very early, high production.","Ananas, oval, very good net, yellow-orange skin color, creamy flesh color, 3-4 kg.","HR:MNSV, Fom 0-1",Open field.,"Plant: Strong, very early, high production.
Fruit: Ananas, oval, very good net, yellow-orange skin color, creamy flesh color, 3-4 kg.
Cultivation: Open field.",,,,211-312.jpg
211-425,Melon,,"Canary melon, strong, good leaf cover, early.","Oval fruit, very tasty, small seed cavity, 1-1,5 kg, yellow skin color, slightly netted.","HR: Fom 0,2, MNSV","Open field, low tunnel and greenhouse.","Plant: Canary melon, strong, good leaf cover, early.
Fruit: Oval fruit, very tasty, small seed cavity, 1-1,5 kg, yellow skin color, slightly netted.
Cultivation: Open field, low tunnel and greenhouse.",,,,211-425.jpg
211-454,Melon,,"Canary melon, strong, good leaf cover, early.","Oval fruit, good taste,, small seed cavity, firm, 1,5-2 kg, dark yellow skin color, slightly netted.","HR: Fom 0,1,2","Open field, low tunnel and greenhouse.","Plant: Canary melon, strong, good leaf cover, early.
Fruit: Oval fruit, good taste,, small seed cavity, firm, 1,5-2 kg, dark yellow skin color, slightly netted.
Cultivation: Open field, low tunnel and greenhouse.",,,,211-454.jpg
211-75,Melon,,"Galia melon, strong plant, dark green leaves, productive, early.","Round, yellow skin color, very good netting, cream-green flesh color, 1,5 kg, firm, crispy, small seed cavity.","HR: MNSV, Fom 0-1-2",Greenhouse and open field.,"Plant: Galia melon, strong plant, dark green leaves, productive, early.
Fruit: Round, yellow skin color, very good netting, cream-green flesh color, 1,5 kg, firm, crispy, small seed cavity.
Cultivation: Greenhouse and open field.",,,,211-75.jpg
221-216,Melon,,"Harper melon, strong plant, dark green leaves, early.","Oval shape, very good netting, 1,5 - 2 kg, firm, small seed cavity.","HR: Fom 0,2 MNSV",Greenhouse and open field.,"Plant: Harper melon, strong plant, dark green leaves, early.
Fruit: Oval shape, very good netting, 1,5 - 2 kg, firm, small seed cavity.
Cultivation: Greenhouse and open field.",,,,221-216.jpg
221-220,Melon,,"Harper melon, strong plant, early.","Oval shape, good netting, 1,5 - 2 kg, firm, cripsy, small seed cavity.","HR: Fom 0,1,2, MNSV",Greenhouse and open field.,"Plant: Harper melon, strong plant, early.
Fruit: Oval shape, good netting, 1,5 - 2 kg, firm, cripsy, small seed cavity.
Cultivation: Greenhouse and open field.",,,,221-220.jpg
221-268,Melon,,"Honeydew melon, strong, good leaf cover, early.","Oval fruit, small seed cavity, 1 kg, very tasty, cream skin color, slightly netted.","HR: Fom 0,2","Open field, low tunnel and greenhouse.","Plant: Honeydew melon, strong, good leaf cover, early.
Fruit: Oval fruit, small seed cavity, 1 kg, very tasty, cream skin color, slightly netted.
Cultivation: Open field, low tunnel and greenhouse.",,,,221-268.jpg
221-271,Melon,,"Honeydew melon, strong plant, dark green leaves, early.","Slightly oval shape,
wihte-cream skin color, 1,5 - 2 kg, firm, crispy.","HR: Fom 0,2 / IR: Px",Greenhouse and open field.,"Plant: Honeydew melon, strong plant, dark green leaves, early.
Fruit: Slightly oval shape,
wihte-cream skin color, 1,5 - 2 kg, firm, crispy.
Cultivation: Greenhouse and open field.",,,,221-271.jpg
221-325,Melon,,"Strong, early, high production.","Ananas, oval, good net,  light green flesh color, tasty, 2,5-3 kg, very firm.",HR:MNSV / IR: Px,"Greenhouse, plastic tunnel and open field.","Plant: Strong, early, high production.
Fruit: Ananas, oval, good net,  light green flesh color, tasty, 2,5-3 kg, very firm.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,221-325.jpg
221-331,Melon,,"Strong, early, high production.","Ananas, oval, very good net, creamy flesh color, tasty, 2,5-3 kg.",HR:MNSV,"Greenhouse, plastic tunnel and open field.","Plant: Strong, early, high production.
Fruit: Ananas, oval, very good net, creamy flesh color, tasty, 2,5-3 kg.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,221-331.jpg
221-336,Melon,,"Ananas melon, mid-early, vigorous plant.","Oval, white -creamy flesh color, small seed cavity, good netting, 2,5-3 kg,
yellow-orange skin color.","HR: Fom 0,1, MNSV","Greenhouse, plastic tunnel and open field.","Plant: Ananas melon, mid-early, vigorous plant.
Fruit: Oval, white -creamy flesh color, small seed cavity, good netting, 2,5-3 kg,
yellow-orange skin color.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,221-336.jpg
221-428,Melon,,"early, strong, dark green leaves, good leaf cover.","Canary, oval, white flesh, firm, small seed cavity, slightly ribbed skin, good netting,
2,5-3 kg, tasty.","HR: MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field.","Plant: early, strong, dark green leaves, good leaf cover.
Fruit: Canary, oval, white flesh, firm, small seed cavity, slightly ribbed skin, good netting,
2,5-3 kg, tasty.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,221-428.jpg
221-489,Melon,,"Piel de Sapo melon, strong, dark green leaves, good leaf coverage, early.","Oval, white flesh color,
mid-neetting,2,5 - 3 kg, small seed cavity.","HR: Fom 0,1,2 / MNSV",Low tunnel and open field.,"Plant: Piel de Sapo melon, strong, dark green leaves, good leaf coverage, early.
Fruit: Oval, white flesh color,
mid-neetting,2,5 - 3 kg, small seed cavity.
Cultivation: Low tunnel and open field.",,,,221-489.jpg
221-534,Melon,,"Piel de Sapo melon, very strong, dark green leaves, good leaf coverage,
mid-early.","Oval, white flesh color,
mid-neetting, 5-5,5 kg, good aroma and taste, long shelf life.","HR: Fom 0,1,2 / MNSV - IR: Ag,
Px",Low tunnel and open field.,"Plant: Piel de Sapo melon, very strong, dark green leaves, good leaf coverage,
mid-early.
Fruit: Oval, white flesh color,
mid-neetting, 5-5,5 kg, good aroma and taste, long shelf life.
Cultivation: Low tunnel and open field.",,,,221-534.jpg
221-666,Melon,,"Kirkagac melon, strong, early, good leaf coverage, dark green leaves.","Oval, 4-6 kg, white flesh color, black strpes on yellow skin, very long shelf life.","HR: MNSV, Fom 0-2 IR: Pcu","Greenhouse, low tunnel and open field.","Plant: Kirkagac melon, strong, early, good leaf coverage, dark green leaves.
Fruit: Oval, 4-6 kg, white flesh color, black strpes on yellow skin, very long shelf life.
Cultivation: Greenhouse, low tunnel and open field.",,,,221-666.jpg
221-99,Melon,,"Strong, early, dark green leaves.","Galia, round, 1,5-2 kg, good netting, firm, tasty, small seed cavity.","HR:MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field.","Plant: Strong, early, dark green leaves.
Fruit: Galia, round, 1,5-2 kg, good netting, firm, tasty, small seed cavity.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,221-99.jpg
231-151,Melon,,"Oval charentais, early, vigorous, dark green leaves.","Oval, golden skin color with green stripes, dark orange flesh color, small seed cavity, good netting, 2 - 2,5 kg, firm.","HR: Fom 0-2, MNSV",Low tunnel and open field.,"Plant: Oval charentais, early, vigorous, dark green leaves.
Fruit: Oval, golden skin color with green stripes, dark orange flesh color, small seed cavity, good netting, 2 - 2,5 kg, firm.
Cultivation: Low tunnel and open field.",,,,231-151.jpg
231-202,Melon,,"Honeydew melon, strong, dark green leaves, early.","Oval fruit, small seed cavity, 1 kg, very tasty, crispy, cream skin color, slightly netted, long shelf life.","HR: Fom 0,2 / IR: Px","Open field, low tunnel and greenhouse.","Plant: Honeydew melon, strong, dark green leaves, early.
Fruit: Oval fruit, small seed cavity, 1 kg, very tasty, crispy, cream skin color, slightly netted, long shelf life.
Cultivation: Open field, low tunnel and greenhouse.",,,,231-202.jpg
231-226,Melon,,"Oval charentais, early, vigorous, dark green leaves.","Short-oval, green stripes, dark orange flesh color, small seed cavity, good netting, 2,5-3 kg, firm.",HR: MNSV,Low tunnel and open field.,"Plant: Oval charentais, early, vigorous, dark green leaves.
Fruit: Short-oval, green stripes, dark orange flesh color, small seed cavity, good netting, 2,5-3 kg, firm.
Cultivation: Low tunnel and open field.",,,,231-226.jpg
231-274,Melon,,"Strong, early, dark green leaves, high production.","Ananas, oval, good netting, 2,5-3 kg, white flesh, juicy, tasty.","HR:MNSV, Fom 0-2",Open field.,"Plant: Strong, early, dark green leaves, high production.
Fruit: Ananas, oval, good netting, 2,5-3 kg, white flesh, juicy, tasty.
Cultivation: Open field.",,,,231-274.jpg
231-458,Melon,,"Piel de Sapo melon, strong, dark green leaves, good leaf coverage, early.","Oval, white flesh color,
mid-neetting, 2,5 - 3 kg, small seed cavity, crispy.","HR: Fom 0,2, MNSV / IR: Px",Low tunnel and open field.,"Plant: Piel de Sapo melon, strong, dark green leaves, good leaf coverage, early.
Fruit: Oval, white flesh color,
mid-neetting, 2,5 - 3 kg, small seed cavity, crispy.
Cultivation: Low tunnel and open field.",,,,231-458.jpg
231-472,Melon,,"Piel de Sapo melon, strong, dark green leaves, good leaf coverage, mid-early.","Oval, white flesh color,
mid-neetting, 2-2,5 kg, small seed cavity, crispy.","HR: Fom 0, 1, 2, MNSV / IR: Px",Low tunnel and open field.,"Plant: Piel de Sapo melon, strong, dark green leaves, good leaf coverage, mid-early.
Fruit: Oval, white flesh color,
mid-neetting, 2-2,5 kg, small seed cavity, crispy.
Cultivation: Low tunnel and open field.",,,,231-472.jpg
231-584,Melon,,"Kirkagac melon, strong, early, good leaf coverage, high production.","Oval, 3-4 kg, white flesh color, black strpes on dark yellow skin, long shelf life.","HR: MNSV, Fom 0-2 IR: Px","Greenhouse, low tunnel and open field.","Plant: Kirkagac melon, strong, early, good leaf coverage, high production.
Fruit: Oval, 3-4 kg, white flesh color, black strpes on dark yellow skin, long shelf life.
Cultivation: Greenhouse, low tunnel and open field.",,,,231-584.jpg
231-92,Melon,,"Galia melon, strong, dark green leaves, productive.","Round, golden yellow skin color, very good netting, cream-green flesh color, 500-600 gr, firm, small seed cavity.","HR: Fom 0,1,2,  MNSV",Greenhouse and open field.,"Plant: Galia melon, strong, dark green leaves, productive.
Fruit: Round, golden yellow skin color, very good netting, cream-green flesh color, 500-600 gr, firm, small seed cavity.
Cultivation: Greenhouse and open field.",,,,231-92.jpg
241-297,Melon,,"Early, mid- strong, dark green leaves.","Canary, rounded shape, firm, veined skin, light yellow, crispy, 1,5-1,8 kg.","HR: Fom 0, 2","Greenhouse, plastic tunnel and open field.","Plant: Early, mid- strong, dark green leaves.
Fruit: Canary, rounded shape, firm, veined skin, light yellow, crispy, 1,5-1,8 kg.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,241-297.jpg
241-298,Melon,,"Mid-early, mid- strong, dark green leaves.","Canary, rounded shape, firm, veined skin, yellow skin color, crispy, 2 - 2,3 kg.","HR: Fom 0, 2","Greenhouse, plastic tunnel and open field.","Plant: Mid-early, mid- strong, dark green leaves.
Fruit: Canary, rounded shape, firm, veined skin, yellow skin color, crispy, 2 - 2,3 kg.
Cultivation: Greenhouse, plastic tunnel and open field.",,,,241-298.jpg
52-82,Melon,,"Ananas type, strong plant, medium early, high yield.","Good shape and netting, 2.5-4.0 kg, no cracking.",HR: MNSV,Early spring & early for open field and under low tunnels.,"Plant: Ananas type, strong plant, medium early, high yield.
Fruit: Good shape and netting, 2.5-4.0 kg, no cracking.
Cultivation: Early spring & early for open field and under low tunnels.",Qatar,KENZ F1,In Progress,52-82.jpg
,,,,,,,,Syria,M531 F1,In Progress,
,,,,,,,,Iraq,WAZIR F1,In Progress,
,,,,,,,,Saudi Arabia,KENZ F1,Registered,
,,,,,,,,Syria,ALEM F1,Registered,
,,,,,,,,Lebanon,M531 F1,In Progress,
91-06,Melon,,"Strong, early, high production.","Galia, round, 2-2,5 kg, high quality, high sugar rate.","HR:MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field.","Plant: Strong, early, high production.
Fruit: Galia, round, 2-2,5 kg, high quality, high sugar rate.
Cultivation: Greenhouse, plastic tunnel and open field.",Greece,LOKMA F1,In Progress,91-06.jpg
,,,,,,,,Iraq,NUGA F1,In Progress,
,,,,,,,,Iran,LOKMA F1,In Progress,
,,,,,,,,Kyrgyzstan,BAL F1,In Progress,
,,,,,,,,Romania,LOKMA F1,In Progress,
,,,,,,,,Cyprus,LOKMA F1,In Progress,
,,,,,,,,Kazakhstan,?LKUT F1,In Progress,
91-07,Melon,,"Strong, early, high production.","Gaila, round, yellowish - orange skin color, green flesh, long shelf life, very good net, 3 kg, small seed cavity.","HR: MNSV, Fom 0-1-2 IR: Pcu","Greenhouse, plastic tunnel and open field.","Plant: Strong, early, high production.
Fruit: Gaila, round, yellowish - orange skin color, green flesh, long shelf life, very good net, 3 kg, small seed cavity.
Cultivation: Greenhouse, plastic tunnel and open field.",Bulgaria,GEDIZ F1,In Progress,91-07.jpg
,,,,,,,,Serbia,GEDIZ F1,In Progress,
,,,,,,,,Iraq,GYLAN F1,In Progress,
,,,,,,,,Iraq,SANA F1,In Progress,
,,,,,,,,Iran,GED?Z F1,In Progress,
,,,,,,,,Latvia,GEDIZ F1,In Progress,
,,,,,,,,Poland,GEDIZ F1,In Progress,
,,,,,,,,Romania,GEDIZ F1,In Progress,
,,,,,,,,Kosovo,EKIN F1,In Progress,
,,,,,,,,Iraq,GEDIZ F1,In Progress,
,,,,,,,,Cyprus,GED?Z F1,In Progress,
,,,,,,,,Kazakhstan,TOYGAR F1,In Progress,
91-85,Melon,,"Canary type, very early, HR: Fom-2 / IR: Pcu, Px,","Round, smooth fruit skin, 1,5- 2 kg, long shelf life",,Greenhouse and open field.,"Plant: Canary type, very early, HR: Fom-2 / IR: Pcu, Px,
Fruit: Round, smooth fruit skin, 1,5- 2 kg, long shelf life
Cultivation: Greenhouse and open field.",Kosovo,SERA F1,In Progress,91-85.jpg
,,,,,,,,Cyprus,91-85 F1,In Progress,
110-101,Watermelon,,Charleston gray watermelon,"Round shape,",,"Round shape,","Plant: Charleston gray watermelon
Fruit: Round shape,
Cultivation: Round shape,",,,,110-101.jpg
110-202,Watermelon,,Charleston gray watermelon,"Oval shape,",,"Oval shape,","Plant: Charleston gray watermelon
Fruit: Oval shape,
Cultivation: Oval shape,",,,,110-202.jpg
110-303,Watermelon,,Crimson sweet type,,,,"Plant: Crimson sweet type
Fruit: 
Cultivation: ",,,,110-303.jpg
111-112,Watermelon,,"Strong, early, high production","Oval crimson sweet type, dark red flesh color, crispy, 8-10 kg, high quality, perfect taste, long shelf life,",,"Greenhouse, low tunnel and open field.","Plant: Strong, early, high production
Fruit: Oval crimson sweet type, dark red flesh color, crispy, 8-10 kg, high quality, perfect taste, long shelf life,
Cultivation: Greenhouse, low tunnel and open field.",Cyprus,?AFAK F1,In Progress,111-112.jpg
111-70,Watermelon,,"Mid-strong, very early, high production.","Oval crimson sweet type, deep red flesh color, crispy, 7-9 kg, high quality, long shelf life, perfect taste.",,"Greenhouse, low tunnel and open field.","Plant: Mid-strong, very early, high production.
Fruit: Oval crimson sweet type, deep red flesh color, crispy, 7-9 kg, high quality, long shelf life, perfect taste.
Cultivation: Greenhouse, low tunnel and open field.",Russian Federation,RUBYRIND F1,In Progress,111-70.jpg
,,,,,,,,Cyprus,?AHMARAN F1,In Progress,
121-109,Watermelon,,"Seedless watermelon, semi strong plant, early, Tiger type.","Round, dark green stripes on light green skin, red-crispy flesh, thin skin, 4-6kg.",,Plastic tunnel and open field.,"Plant: Seedless watermelon, semi strong plant, early, Tiger type.
Fruit: Round, dark green stripes on light green skin, red-crispy flesh, thin skin, 4-6kg.
Cultivation: Plastic tunnel and open field.",,,,121-109.jpg
121-112,Watermelon,,"Strong, early, high production, good leaf coverage.","Sugar baby, round, dark black shiny skin color, red flesh, small seed size, crispy, 4-5 kg, long shelf life.",,Plastic tunnel and open field.,"Plant: Strong, early, high production, good leaf coverage.
Fruit: Sugar baby, round, dark black shiny skin color, red flesh, small seed size, crispy, 4-5 kg, long shelf life.
Cultivation: Plastic tunnel and open field.",Iran,BLACK NIGHT,In Progress,121-112.jpg
,,,,,,,,Algeria,CARRERA F1,In Progress,
,,,,,,,,Iran,BW-75 F1,In Progress,
121-284,Watermelon,,"Seedless watermelon, semi strong plant, early.","Round, dark green skin color, red-crispy flesh, thin rind, 4-6 kg.",,Plastic tunnel and open field.,"Plant: Seedless watermelon, semi strong plant, early.
Fruit: Round, dark green skin color, red-crispy flesh, thin rind, 4-6 kg.
Cultivation: Plastic tunnel and open field.",,,,121-284.jpg
130-2920,Watermelon,,Seedless watermelon Sugar Baby watermelon.Vigorous plant.,"Internal is deep red flesh color and a well-defined flesh-rind boundary.Days to maturity 83.
5.5 kg",,"Greenhouse, low tunnel and open field.","Plant: Seedless watermelon Sugar Baby watermelon.Vigorous plant.
Fruit: Internal is deep red flesh color and a well-defined flesh-rind boundary.Days to maturity 83.
5.5 kg
Cultivation: Greenhouse, low tunnel and open field.",,,,130-2920.jpg
130-3750,Watermelon,,"Seedless watermelon, semi strong plant, early, Tiger type. HR: FWR 0 & 1, IR:Anthracnose Races 1 & 3",Days to maturity 80.Medium green with narrow dark green stripes.3.2 kg.,,"Greenhouse, low tunnel and open field.","Plant: Seedless watermelon, semi strong plant, early, Tiger type. HR: FWR 0 & 1, IR:Anthracnose Races 1 & 3
Fruit: Days to maturity 80.Medium green with narrow dark green stripes.3.2 kg.
Cultivation: Greenhouse, low tunnel and open field.",,,,130-3750.jpg
130-4620,Watermelon,,Seedless watermelon elongated shape.,"With one taste of the dark red, crispy, delicious flesh. 8 -10 kg",,"Greenhouse, low tunnel and open field.","Plant: Seedless watermelon elongated shape.
Fruit: With one taste of the dark red, crispy, delicious flesh. 8 -10 kg
Cultivation: Greenhouse, low tunnel and open field.",,,,130-4620.jpg
130-4901,Watermelon,,"Crimson sweet watermelon, very vigorous plant, early.","Oval elongated fruit shape, red flesh color, crispy, dark green stripes on green skin, 10-12 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, very vigorous plant, early.
Fruit: Oval elongated fruit shape, red flesh color, crispy, dark green stripes on green skin, 10-12 kg.
Cultivation: Plastic tunnel and open field.",,,,130-4901.jpg
130-4911,Watermelon,,"Crimson sweet watermelon, very vigorous plant,
mid-early. Fom 0-1,
Anthracnose race 1-3","Oval elongated fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.",,Plastic tunnel and open field.,"Plant: Crimson sweet watermelon, very vigorous plant,
mid-early. Fom 0-1,
Anthracnose race 1-3
Fruit: Oval elongated fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.
Cultivation: Plastic tunnel and open field.",,,,130-4911.jpg
141-172,Watermelon,,"Strong, mid-size leaves, mid-early, good grafting compatibility.","Oval crimson sweet, dark red flesh color, crispy, high sugar rate, light green stripes on dark green skin,  9-11 kg, high quality.",,"Greenhouse, low tunnel and open field.","Plant: Strong, mid-size leaves, mid-early, good grafting compatibility.
Fruit: Oval crimson sweet, dark red flesh color, crispy, high sugar rate, light green stripes on dark green skin,  9-11 kg, high quality.
Cultivation: Greenhouse, low tunnel and open field.",Kosovo,MELIA   F1,In Progress,141-172.jpg
,,,,,,,,Kosovo,USTUN   F1,In Progress,
,,,,,,,,Albania,USTA F1,In Progress,
,,,,,,,,Azerbaijan,SAB?R F1,In Progress,
,,,,,,,,Belarus,USTA F1,In Progress,
,,,,,,,,Serbia,USTA F1,In Progress,
,,,,,,,,Serbia,MELIA F1,In Progress,
,,,,,,,,Lebanon,USTA F1,In Progress,
,,,,,,,,Lebanon,USTUN F1,In Progress,
,,,,,,,,Romania,USTA F1,In Progress,
,,,,,,,,Ukraine,USTA F1,In Progress,
,,,,,,,,Kosovo,USTA F1,In Progress,
,,,,,,,,Georgia,GRIZZLY F1,In Progress,
,,,,,,,,Iraq,USTA F1,In Progress,
,,,,,,,,Kazakhstan,TAIFUN F1,In Progress,
,,,,,,,,United Arab Emirates,TAIFUN F1,In Progress,
,,,,,,,,Ukraine,BIANT F1,In Progress,
,,,,,,,,Kuwait,ARAR F1,In Progress,
,,,,,,,,Iran,DIZIN F1,In Progress,
,,,,,,,,Netherlands,USTA F1,In Progress,
,,,,,,,,Spain,MELIA F1,In Progress,
,,,,,,,,Panama,USTA F1,In Progress,
,,,,,,,,Cyprus,USTA F1,In Progress,
,,,,,,,,Kazakhstan,MERV F1,In Progress,
,,,,,,,,Georgia,BARON F1,In Progress,
,,,,,,,,Lebanon,GHANI F1,In Progress,
,,,,,,,,Russian Federation,CHILON F1,Registered,
161-102,Watermelon,,Sugar baby watermelon.,"Black skin color, short-oval , red color flesh, 6-8 kg.",,Plastic tunnel and Open Field.,"Plant: Sugar baby watermelon.
Fruit: Black skin color, short-oval , red color flesh, 6-8 kg.
Cultivation: Plastic tunnel and Open Field.",,,,161-102.jpg
161-103,Watermelon,,"Very strong, early, tolerant to hot weather conditions, high production.","Sugar baby, short-oval, dark green skin color, crispy, red flesh color,  8-10 kg, long shelf life.",,"Greenhouse, low tunnel and open field.","Plant: Very strong, early, tolerant to hot weather conditions, high production.
Fruit: Sugar baby, short-oval, dark green skin color, crispy, red flesh color,  8-10 kg, long shelf life.
Cultivation: Greenhouse, low tunnel and open field.",Algeria,ASSYL F1,In Progress,161-103.jpg
,,,,,,,,Egypt,KANDEM?R F1,In Progress,
,,,,,,,,Egypt,161-103 F1,In Progress,
,,,,,,,,Romania,KANDEMIR F1,In Progress,
,,,,,,,,Romania,KANDEM?R F1,In Progress,
,,,,,,,,United Arab Emirates,161-103 F1,In Progress,
,,,,,,,,Iran,FERISIAN F1,In Progress,
,,,,,,,,United States,KANDEMIR F1,In Progress,
,,,,,,,,United Arab Emirates,SHEHED F1,In Progress,
,,,,,,,,Cyprus,KANDEM?R F1,In Progress,
,,,,,,,,Azerbaijan,?AH F1,Registered,
,,,,,,,,Kazakhstan,SEL?M F1,In Progress,
,,,,,,,,Morocco,MONTANA F1,Registered,
