CROPS,CODE,PLANT,FRUIT,RESISTANCE,CULTIVATION
Melon,161-20,"Mini Galia Melon, vigorus plant, early.","Round, good netting on fruit, yellow-orange color, firm white flesh, 800-900 g, very productive.",,"Open field, low tunnel and greenhouse."
Melon,161-73,"Ananas melon, mid-early, vigorous plant.","Oval, white -creamy flesh color, small seed cavity, good netting, 3-3,5 kg,
yellow-orange skin color.",,"Greenhouse, plastic tunnel and open field."
Melon,171-155,"Canary melon, vigorous plant, dark green leaves, early.","Oval shape, dark yellow to golden skin color, ribbed, small seed cavity, crispy flesh, 2,5-3 kg.",,Low tunnel and open field.
Melon,171-164,"Canary melon, strong plant.","Oval shape, white flesh, small seed cavity, ribbed skin, 1 - 1,5 kg, very tasty. Brix: 15",,Low tunnel and open field.

Melon,171-168,"Canary melon, strong plant.","Oval shape, white flesh, small seed cavity, ribbed skin, 1,5 - 2 kg, very tasty.",,"Open field, low tunnel and greenhouse."
Melon,171-177,"Canary melon, very strong plant, dark green leaves.","Oval shape, white flesh, small seed cavity, ribbed skin, 1,5 - 2 kg, very tasty. Brix: 16",,Low tunnel and open field.
Melon,171-212,"Canary melon, strong plant.","Oval shape, orange flesh color, stoomth skin, 1,5 - 2 kg, Brix: 14",,Low tunnel and open field.
Melon,171-262,"Kirkagac melon, strong, early, dark green leaves, good leaf coverage.","Oval, 3-4 kg, dark yellow
-orange skin color, white flesh color, good taste and aroma, very long shelf life.",IR: Pcu,"Greenhouse, low tunnel and open field."
Melon,171-99,"Ananas melon, very early, vigorous plant, dark green leaves.","Oval, dark orange flesh color, small seed cavity, good netting, 2 - 3 kg, firm, good taste.",,Low tunnel and open field.
Melon,181-101,"Ananas melon, mid-early, vigorous plant, dark green leaves.","Oval, orange flesh color, small seed cavity, good netting, 3 - 3,5 kg, firm, good taste.",,Low tunnel and open field.
Melon,181-115,"Strong, mid-early, good leaf cover.","Ananas, oval, good netting, yellow-orange skin color, creamy flesh color, small seed cavity, 2-2,5 kg.",,"Greenhouse, plastic tunnel and open field."
Melon,181-136,"Ananas melon, vigorous plant, dark green leaves, early, very productive.","Oval, green color flesh,
mid-netting, cream flesh color, 2,5 - 3 kg, small seed cavity, good taste.",,Low tunnel and open field.
Melon,181-139,"Ananas melon, vigorous plant, dark green leaves, very productive.","Short oval, creamy color, intensive netting, cream flesh color, 3,5 - 4 kg, good taste.",,Low tunnel and open field.
Melon,181-147,"Ananas melon, vigorous plant, dark green - small size leaves, early, very productive.","Short oval, green color flesh, intensive netting, cream flesh color, 3 - 3,5 kg, small seed cavity, good taste.",,Low tunnel and open field.
Melon,181-150,"Ananas melon, small size leaves, open plant, dark green leaves.","Short-oval fruit, good netting, green fruit flesh, small seed cavity, good taste, 3-3,5 kg, long shelf life.",,Low tunnel and open field.
Melon,181-151,"Ananas melon, vigorous plant, dark green leaves, very early, very productive.","Oval, green color flesh,
mid-netting, cream flesh color, 3 - 3,5 kg, small seed cavity, good taste.",,Low tunnel and open field.
Melon,181-156,"Ananas melon, very early, vigorous plant, dark green leaves.","Oval, golden skin color with green stripes, dark orange flesh color, small seed cavity, good netting, 2 - 2,5 kg, firm, good taste.",,Low tunnel and open field.
Melon,181-159,"Ananas melon, very early, vigorous plant, dark green leaves.","Oval, golden skin color with green stripes, dark orange flesh color, small seed cavity, good netting, 2 - 2,5 kg, firm, good taste.",,Low tunnel and open field.

Melon,181-161,"Ananas melon, early, vigorous plant.","Oval, orange flesh color, small seed cavity, good netting, 3 - 3,5 kg, good taste.",,Low tunnel and open field.
Melon,181-22,"Galia melon, very vigorous plant, dark green leaves, mid-early.","Round, creamy flesh color, yellow skin with intensive nets, small seed cavity, 1 - 1,5 kg, long shelf life.",,Low tunnel and open field.
Melon,181-235,"Canary melon, very early.","oval, small seed cavity, white flesh, very tasty, ragged skin and golden color, 2 - 2,5 kg.",,Low tunnel and open field.
Melon,181-299,"Piel de Sapo melon, strong plant, dark green leaves, early.","Oval, white flesh color,
mid-neetting, 3,5 - 4 kg, long shelf life.",,Low tunnel and open field.
Melon,181-35,"Very strong, dark green leaves, early, very high production.","Galia, round, creamy flesh color, yellow skin color with intensive nets, small seed cavity, very firm, 0,5 - 0,8 kg, long shelf life.",,"Greenhouse, plastic tunnel and open field."
Melon,181-371,"Mid-strong, mid-early, small size leaves, high production.","Ananas, short-oval, good net, yellow skin color, slightly veined,  green flesh color, tasty, 4-4,5 kg, long shelf life.",,"Greenhouse, plastic tunnel and open field."
Melon,181-372,"Very strong, early, dark green leaves, high production.","Ananas, short-oval, very good net, yellow-orange skin color, slightly veined,  green flesh color, very nice taste and aroma, small seed cavity,
3,5-4 kg, long shelf life.",,"Greenhouse, plastic tunnel and open field."
Melon,181-49,"Vigorous plant, good leaf coverage, very early. HR: MNSV, Fom 0-1","Galia, light green flesh color, good netting, 1-1,5 kg, small seed cavity, very tasty.",,Low tunnel and open field.
Melon,181-52,"Galia melon, vigorous plant, early.","Round, white flesh color, golden skin color, good netting, small seed cavity, 2,5-3 kg.",,Low tunnel and open field.
Melon,181-57,"Charantais melon, vigorous plant, dark green leaves, very early.","Round, orange flesh color, good netting, pale green skin color with stripes, small seed cavity, crispy, 1 - 1,5 kg, good taste.",,Low tunnel and open field.
Melon,181-65,"Charantais melon, vigorous plant, dark green leaves, very early.","Round, orange flesh color, intensive netting, small seed cavity, crispy, 1 - 1,5 kg, good taste.",,Low tunnel and open field.
Melon,191-125,"Strong plant, dark green leaves, very productive.","Galia type, round, dark green skin color, good netting, green flesh color, 1,5-2 kg, Brix:15, very tasty.",,Open field and low tunnel.
Melon,191-126,"Strong plant, dark green leaves, very productive.","Round, dark green skin color, good netting, green flesh color, 2-2,5 kg, firm, Brix:16, very tasty.",,Open field and low tunnel.
Melon,191-49,"Galia melon, strong plant, productive, early.","Round, yellow skin color, very good netting, cream-green flesh color, 1 kg, firm, crispy, sweet, small seed cavity.",,Greenhouse and open field.

Melon,191-55,"Galia melon, strong plant, dark green leaves, productive.","Round, golden yellow skin color, very good netting, cream-green flesh color, 1- 1,5 kg, firm, small seed cavity.","HR: Fom 0,1 MNSV, Ag",Greenhouse and open field.
Melon,191-60,"Galia melon, strong plant, dark green leaves, productive, early.","Round, golden yellow skin color, very good netting, cream-green flesh color, 1- 1,5 kg, firm, crispy, sweet, small seed cavity.","HR: Fom 0,1,2 MNSV",Greenhouse and open field.
Melon,191-76,"Galia melon, strong plant, productive, very early.","Short-oval shape, golden skin color, cream flesh, good netting, 2-2,5 kg, small seed cavity.","HR: MNSV, Fom 0,1",Low tunnel and open field.
Melon,201-128,"Galia melon, very early, strong, productive.","Round, greenish flesh, 2-2,5 kg, small seed cavity, crunchy, very good net structure, long shelf life.","HR: MNSV, Fom 0-1-2 - IR: Pcu",Low tunnel and open field.
Melon,201-143,"Samsori melon, very vigorous plant, dark green leaves, early.","Round, green flesh color, good netting, pale green skin color with stripes, small seed cavity, juicy, 1 - 1,5 kg, good taste.",HR: Fom 0-2 / MNSV,Low tunnel and open field.
Melon,201-196,"Strong, very early, high production, dark green leaves.","Oval, yellow-orange skin color, creamy flesh color, very nice taste and aroma, 2-2,5 kg.",,Open field.
Melon,201-217,"Strong, very early, high setting, dark green leaves.","Oval, very good net, small seed cavity, yellow-orange skin color with slightly stripes, creamy flesh color, 2-2,5 kg.",,Open field.
Melon,201-319,"Mid-early, strong, dark green leaves, good leaf cover.","Canary, oval, white flesh, firm, small seed cavity, good netting, 3-4 kg, tasty.","HR: MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field."
Melon,201-321,"early, strong, dark green leaves.","Canary, oval, white flesh, dark yellow skin color, slightly ribbed skin, small seed cavity, 3-3,5 kg, tasty.","HR: MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field."
Melon,201-354,"Canary melon, strong, good leaf cover, early.","Oval fruit, very tasty, small seed cavity, 1 kg, very firm, slightly veined.",,"Open field, low tunnel and greenhouse."
Melon,201-414,"Strong, early, very high production.","Piel de Sapo, oval, yellowish green skin color and white flesh, 3-4 kg, long shelf life.","HR: Fom 0,1,2, MNSV","Greenhouse, low tunnel and open field."
Melon,211-146,"Galia melon, strong plant, dark green leaves, productive, early.","Round, yellow skin color, very good netting, cream-green flesh color, 1 kg, firm, crispy, small seed cavity, very firm.","HR: MNSV, Fom 0-1-2",Greenhouse and open field.
Melon,211-167,"Strong, early, high production.","Gaila, round, firm, green flesh, long shelf life, good net,1-1,5 kg, small seed cavity.","HR: MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field."
Melon,211-186,"Charantais melon, strong, dark green leaves, early.","Short-oval, orange flesh color, intensive netting, small seed cavity, crispy, 1,5-2 kg.","HR: MNSV, Fom 0,2",Low tunnel and open field.

Melon,211-191,"Charantais melon, strong, dark green leaves, early.","Round, orange flesh color, intensive netting, small seed cavity, crispy, 1 - 1,5 kg.","HR: MNSV, Fom 0,1",Low tunnel and open field.
Melon,211-198,"Charantais melon, vigorous, dark green leaves, early.","Round, orange flesh color, intensive netting, small seed cavity, crispy, 1 - 1,5 kg.","HR: Fom 0,1,2, MNSV IR: Px",Low tunnel and open field.
Melon,211-218,"Mini Honeydew melon, strong plant, dark green leaves, productive. very early.","Oval, white skin color, white flesh color, 1- 1,5 kg, very firm and crispy, sweet, Brix: %18, small seed cavity.",,Greenhouse and open field.
Melon,211-235,"Special melon, strong plant, dark green leaves, productive.","Oval, white skin color, orange flesh color, 1- 1,5 kg, very firm and crispy, sweet, Brix: %17, small seed cavity.","HR: Fom 0,2",Greenhouse and open field.
Melon,211-312,"Strong, very early, high production.","Ananas, oval, very good net, yellow-orange skin color, creamy flesh color, 3-4 kg.","HR:MNSV, Fom 0-1",Open field.
Melon,211-425,"Canary melon, strong, good leaf cover, early.","Oval fruit, very tasty, small seed cavity, 1-1,5 kg, yellow skin color, slightly netted.","HR: Fom 0,2, MNSV","Open field, low tunnel and greenhouse."
Melon,211-454,"Canary melon, strong, good leaf cover, early.","Oval fruit, good taste,, small seed cavity, firm, 1,5-2 kg, dark yellow skin color, slightly netted.","HR: Fom 0,1,2","Open field, low tunnel and greenhouse."
Melon,211-75,"Galia melon, strong plant, dark green leaves, productive, early.","Round, yellow skin color, very good netting, cream-green flesh color, 1,5 kg, firm, crispy, small seed cavity.","HR: MNSV, Fom 0-1-2",Greenhouse and open field.
Melon,221-216,"Harper melon, strong plant, dark green leaves, early.","Oval shape, very good netting, 1,5 - 2 kg, firm, small seed cavity.","HR: Fom 0,2 MNSV",Greenhouse and open field.
Melon,221-220,"Harper melon, strong plant, early.","Oval shape, good netting, 1,5 - 2 kg, firm, cripsy, small seed cavity.","HR: Fom 0,1,2, MNSV",Greenhouse and open field.
Melon,221-268,"Honeydew melon, strong, good leaf cover, early.","Oval fruit, small seed cavity, 1 kg, very tasty, cream skin color, slightly netted.","HR: Fom 0,2","Open field, low tunnel and greenhouse."
Melon,221-271,"Honeydew melon, strong plant, dark green leaves, early.","Slightly oval shape,
wihte-cream skin color, 1,5 - 2 kg, firm, crispy.","HR: Fom 0,2 / IR: Px",Greenhouse and open field.
Melon,221-325,"Strong, early, high production.","Ananas, oval, good net,  light green flesh color, tasty, 2,5-3 kg, very firm.",HR:MNSV / IR: Px,"Greenhouse, plastic tunnel and open field."
Melon,221-331,"Strong, early, high production.","Ananas, oval, very good net, creamy flesh color, tasty, 2,5-3 kg.",HR:MNSV,"Greenhouse, plastic tunnel and open field."

Melon,221-336,"Ananas melon, mid-early, vigorous plant.","Oval, white -creamy flesh color, small seed cavity, good netting, 2,5-3 kg,
yellow-orange skin color.","HR: Fom 0,1, MNSV","Greenhouse, plastic tunnel and open field."
Melon,221-428,"early, strong, dark green leaves, good leaf cover.","Canary, oval, white flesh, firm, small seed cavity, slightly ribbed skin, good netting,
2,5-3 kg, tasty.","HR: MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field."
Melon,221-489,"Piel de Sapo melon, strong, dark green leaves, good leaf coverage, early.","Oval, white flesh color,
mid-neetting,2,5 - 3 kg, small seed cavity.","HR: Fom 0,1,2 / MNSV",Low tunnel and open field.
Melon,221-534,"Piel de Sapo melon, very strong, dark green leaves, good leaf coverage,
mid-early.","Oval, white flesh color,
mid-neetting, 5-5,5 kg, good aroma and taste, long shelf life.","HR: Fom 0,1,2 / MNSV - IR: Ag,
Px",Low tunnel and open field.
Melon,221-666,"Kirkagac melon, strong, early, good leaf coverage, dark green leaves.","Oval, 4-6 kg, white flesh color, black strpes on yellow skin, very long shelf life.","HR: MNSV, Fom 0-2 IR: Pcu","Greenhouse, low tunnel and open field."
Melon,221-99,"Strong, early, dark green leaves.","Galia, round, 1,5-2 kg, good netting, firm, tasty, small seed cavity.","HR:MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field."
Melon,231-151,"Oval charentais, early, vigorous, dark green leaves.","Oval, golden skin color with green stripes, dark orange flesh color, small seed cavity, good netting, 2 - 2,5 kg, firm.","HR: Fom 0-2, MNSV",Low tunnel and open field.
Melon,231-202,"Honeydew melon, strong, dark green leaves, early.","Oval fruit, small seed cavity, 1 kg, very tasty, crispy, cream skin color, slightly netted, long shelf life.","HR: Fom 0,2 / IR: Px","Open field, low tunnel and greenhouse."
Melon,231-226,"Oval charentais, early, vigorous, dark green leaves.","Short-oval, green stripes, dark orange flesh color, small seed cavity, good netting, 2,5-3 kg, firm.",HR: MNSV,Low tunnel and open field.
Melon,231-274,"Strong, early, dark green leaves, high production.","Ananas, oval, good netting, 2,5-3 kg, white flesh, juicy, tasty.","HR:MNSV, Fom 0-2",Open field.
Melon,231-458,"Piel de Sapo melon, strong, dark green leaves, good leaf coverage, early.","Oval, white flesh color,
mid-neetting, 2,5 - 3 kg, small seed cavity, crispy.","HR: Fom 0,2, MNSV / IR: Px",Low tunnel and open field.
Melon,231-472,"Piel de Sapo melon, strong, dark green leaves, good leaf coverage, mid-early.","Oval, white flesh color,
mid-neetting, 2-2,5 kg, small seed cavity, crispy.","HR: Fom 0, 1, 2, MNSV / IR: Px",Low tunnel and open field.
Melon,231-584,"Kirkagac melon, strong, early, good leaf coverage, high production.","Oval, 3-4 kg, white flesh color, black strpes on dark yellow skin, long shelf life.","HR: MNSV, Fom 0-2 IR: Px","Greenhouse, low tunnel and open field."
Melon,231-92,"Galia melon, strong, dark green leaves, productive.","Round, golden yellow skin color, very good netting, cream-green flesh color, 500-600 gr, firm, small seed cavity.","HR: Fom 0,1,2,  MNSV",Greenhouse and open field.

Melon,241-297,"Early, mid- strong, dark green leaves.","Canary, rounded shape, firm, veined skin, light yellow, crispy, 1,5-1,8 kg.","HR: Fom 0, 2","Greenhouse, plastic tunnel and open field."
Melon,241-298,"Mid-early, mid- strong, dark green leaves.","Canary, rounded shape, firm, veined skin, yellow skin color, crispy, 2 - 2,3 kg.","HR: Fom 0, 2","Greenhouse, plastic tunnel and open field."
Melon,52-82,"Ananas type, strong plant, medium early, high yield.","Good shape and netting, 2.5-4.0 kg, no cracking.",HR: MNSV,Early spring & early for open field and under low tunnels.
Melon,91-06,"Strong, early, high production.","Galia, round, 2-2,5 kg, high quality, high sugar rate.","HR:MNSV, Fom 0-1-2","Greenhouse, plastic tunnel and open field."
Melon,91-07,"Strong, early, high production.","Gaila, round, yellowish - orange skin color, green flesh, long shelf life, very good net, 3 kg, small seed cavity.","HR: MNSV, Fom 0-1-2 IR: Pcu","Greenhouse, plastic tunnel and open field."
Melon,91-85,"Canary type, very early, HR: Fom-2 / IR: Pcu, Px,","Round, smooth fruit skin, 1,5- 2 kg, long shelf life",,Greenhouse and open field.
Watermelon,110-101,Charleston gray watermelon,"Round shape,",,"Round shape,"
Watermelon,110-202,Charleston gray watermelon,"Oval shape,",,"Oval shape,"
Watermelon,110-303,Crimson sweet type,,,
Watermelon,111-112,"Strong, early, high production","Oval crimson sweet type, dark red flesh color, crispy, 8-10 kg, high quality, perfect taste, long shelf life,",,"Greenhouse, low tunnel and open field."
Watermelon,111-70,"Mid-strong, very early, high production.","Oval crimson sweet type, deep red flesh color, crispy, 7-9 kg, high quality, long shelf life, perfect taste.",,"Greenhouse, low tunnel and open field."
Watermelon,121-109,"Seedless watermelon, semi strong plant, early, Tiger type.","Round, dark green stripes on light green skin, red-crispy flesh, thin skin, 4-6kg.",,Plastic tunnel and open field.
Watermelon,121-112,"Strong, early, high production, good leaf coverage.","Sugar baby, round, dark black shiny skin color, red flesh, small seed size, crispy, 4-5 kg, long shelf life.",,Plastic tunnel and open field.
Watermelon,121-284,"Seedless watermelon, semi strong plant, early.","Round, dark green skin color, red-crispy flesh, thin rind, 4-6 kg.",,Plastic tunnel and open field.

Watermelon,130-2920,Seedless watermelon Sugar Baby watermelon.Vigorous plant.,"Internal is deep red flesh color and a well-defined flesh-rind boundary.Days to maturity 83.
5.5 kg",,"Greenhouse, low tunnel and open field."
Watermelon,130-3750,"Seedless watermelon, semi strong plant, early, Tiger type. HR: FWR 0 & 1, IR:Anthracnose Races 1 & 3",Days to maturity 80.Medium green with narrow dark green stripes.3.2 kg.,,"Greenhouse, low tunnel and open field."
Watermelon,130-4620,Seedless watermelon elongated shape.,"With one taste of the dark red, crispy, delicious flesh. 8 -10 kg",,"Greenhouse, low tunnel and open field."
Watermelon,130-4901,"Crimson sweet watermelon, very vigorous plant, early.","Oval elongated fruit shape, red flesh color, crispy, dark green stripes on green skin, 10-12 kg.",,Plastic tunnel and open field.
Watermelon,130-4911,"Crimson sweet watermelon, very vigorous plant,
mid-early. Fom 0-1,
Anthracnose race 1-3","Oval elongated fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.",,Plastic tunnel and open field.
Watermelon,141-172,"Strong, mid-size leaves, mid-early, good grafting compatibility.","Oval crimson sweet, dark red flesh color, crispy, high sugar rate, light green stripes on dark green skin,  9-11 kg, high quality.",,"Greenhouse, low tunnel and open field."
Watermelon,161-102,Sugar baby watermelon.,"Black skin color, short-oval , red color flesh, 6-8 kg.",,Plastic tunnel and Open Field.
Watermelon,161-103,"Very strong, early, tolerant to hot weather conditions, high production.","Sugar baby, short-oval, dark green skin color, crispy, red flesh color,  8-10 kg, long shelf life.",,"Greenhouse, low tunnel and open field."
Watermelon,161-33,"Crimson sweet watermelon, very strong plant, early.","Short oval, cripsy red fruit flesh, 13-15 kg, firm, long shelf life.",,Plastic tunnel and open field.
Watermelon,161-34,"Crimson sweet watermelon, very strong plant, good leaf coverage.","Oval, cripsy dark red fruit flesh, 16-18 kg long shelf life, productive.",,Plastic tunnel and open field.
Watermelon,161-61,"Crimson sweet watermelon, mid-early very strong plant.","Deep red flesh color, dark green stripes on light green skin,8-12 kg.",,"Greenhouse, low tunnel and open field."
Watermelon,171-122,"Personal size, strong, good leaf coverage.","Green stripes on light green skin, red flesh color, round, firm flesh, 3-4 kg, thin skin wall.",,Plastic tunnel and open field.
Watermelon,171-61,"Sugar baby watermelon, strong plant, early.","Round, dark black shiny skin color, red flesh, small seed size, juicy flesh, 5-6 kg, long shelf life.",,Plastic tunnel and open field.
Watermelon,181-102,"Crimson sweet watermelon, very vigorous plant,
mid-early.","Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 15-16 kg.",,Plastic tunnel and open field.

Watermelon,181-136,"Sugar baby, strong, early, tolerant to hot weather conditions, high production.","Round, dark green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.",,Low tunnel and open field.
Watermelon,181-150,"Personal size, very vigorous plant, good leaves coverage.","Green stripes on light green skin, red flesh color, round, firm flesh, 3-4 kg, thin skin wall.",,Plastic tunnel and open field.
Watermelon,181-156,"Personal size, strong plant, small size leaves, early.","Zebra design, green stripes on light green skin, red flesh color, round, firm flesh, 4-5 kg, thin skin wall, micro seeded.",,Suitable for low tunnel and open field.
Watermelon,181-49,"Crimson sweet watermelon, vigorous plant, mid-early, good leaf coverage.","Oval-elongated fruit shape, intensive red flesh color, high quality, dark green stripes on green skin, 15-16 kg.",,Plastic tunnel and open field.
Watermelon,181-62,"Crimson sweet watermelon, vigorous plant, very early, small size leaves.","Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.",,Plastic tunnel and open field.
Watermelon,181-72,"Crimson sweet watermelon, vigorous plant, very early.","Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 10-12 kg.",,Plastic tunnel and open field.
Watermelon,181-91,"Crimson sweet watermelon, very vigorous plant,
mid-early.","Oval fruit shape,homogenous size, intensive red flesh color,crispy, high quality, dark green stripes on shiny green skin, 14-15 kg.",,Plastic tunnel and open field.
Watermelon,191-118,"Crimson sweet watermelon, very vigorous plant,
mid-early.","Oval-elongated fruit shape,homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 14-15 kg.",,Plastic tunnel and open field.
Watermelon,191-204,"Strong plant, good leaf coverage, mid-early, high rootstock compatibility.","Crimson sweet type, oval, 8-10 kg, shinny color with white stripes on green skin, dark red crispy flesh, firm, LSL.",,Open field.
Watermelon,201-116,"Strong, mid-early, very high production.","Oval crimson sweet, dark red flesh color, light green stripes on dark green ground color, 10-12 kg, long shelf life.",,Open field.
Watermelon,201-254,"Crimson sweet watermelon, strong plant, mid-early, productive.","Seedless, short-oval shape, dark green skin with green stripes,  5-6 kg, red flesh, crispy, firm.",,Low tunnel and open field.
Watermelon,201-263,"Crimson sweet seedless watermelon, vigorous plant, small size leaves.","Oval fruit shape, homogenous size, intensive red flesh color,crispy, dark green stripes on shiny green skin, 6-8 kg.",,Plastic tunnel and open field.
Watermelon,201-265,"Crimson sweet watermelon, strong plant, early, productive.","Seedless, oval shape, shiny skin,  8-10 kg, red flesh, crispy, firm.",,Low tunnel and open field.
Watermelon,201-270,"Crimson sweet watermelon, strong plant, productive, good leaf coverage.","Seedless, short-oval shape, shiny skin,  6-8 kg, red flesh, crispy, firm.",,Low tunnel and open field.

Watermelon,201-277,"Personal size seedless watermelon, strong plant, small size leaves, early.","Round, green stripes on light green skin, red flesh color, firm flesh, 4-5 kg, thin skin wall.",,Low tunnel and open field.
Watermelon,211-210,"Sugar baby, very strong, early, tolerant to hot weather conditions, good leaf coverage.","Round, green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.",,Open field.
Watermelon,211-235,"Personal size, strong plant, good leaf cover, early, uniform setting.","Light green stripes on green skin, red flesh color, round, firm flesh, 4-6 kg, mid-thin skin wall, micro seeded.","HR: Fom 0,2","Suitable for low tunnel, greenhouse and open field."
Watermelon,211-247,"Personal size, strong plant, small size leaves, very early.","Green stripes on light green skin, red flesh color, oval, firm crispy flesh, 2-3 kg, very thin skin wall, micro seeded.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, ToBRFV",Suitable for low tunnel and open field.
Watermelon,211-280,"Crimson sweet watermelon, strong plant, productive, very early.","Seedless, oval shape, shiny skin,  8-10 kg, red flesh, crispy, firm.",,Low tunnel and open field.
Watermelon,211-290,"Crimson sweet seedless watermelon, vigorous plant, good leaf cover.","Oval fruit shape, homogenous size, intensive red flesh color, crispy, 7-9 kg.",,Plastic tunnel and open field.
Watermelon,211-301,"Sugar baby, strong, early, tolerant to hot weather conditions, high production.","Round, green skin color with green stripes, crispy, red flesh color,  5-6 kg, long shelf life.",,Low tunnel and open field.
Watermelon,221-122,"Strong, early, very good leaf cover.","Oval crimson sweet, dark red flesh color, 16-18 kg, cripsy and juicy, good taste, firm flesh, thick rind, long shelf life.",,Open field.
Watermelon,221-148,"Crimson sweet type, strong, medium large leaf blade, medium early, very good graft compatibility.","Oval, 8-12 kg, with red
stripe-pattern, red flesh color, crisp and juicy, long shelf life.",,Open field.
Watermelon,221-182,"Strong, mid-early, vry good leaf cover.","Oval crimson sweet, dark red - firm flesh,shiny kin color,
14-16 kg, long shelf life.",,Open field.
Watermelon,221-192,"Strong, mid-early, big size leaves, good leaf cover.","Oval crimson sweet, dark red flesh color, 14-15 kg, crispy and firm, long shelf life.",,Open field.
Watermelon,231-113,"Mid-strong, early, big size leaves, good leaf cover.","Oval crimson sweet, 12-14 kg, red flesh color, firm, crispy, good taste, thick rind, long shelf life.",,Open field.
Watermelon,231-129,"Strong, good leaf cover, early.","Short-oval crimson sweet, dark green stripes on light green skin, red-crispy flesh, 13-15 kg.",,Plastic tunnel and open field.
Watermelon,231-130,"Strong, good leaf cover, early.","Short-oval crimson sweet, red-crispy flesh, 12-13 kg, firm.",,Plastic tunnel and open field.

Watermelon,231-1331,"Personal size, strong plant, small size leaves, early.","Green stripes on light green skin, red flesh, round, very firm flesh, 2-2,5 kg, thin skin wall, tiny micro seeded.",,Suitable for low tunnel and open field.
Watermelon,231-188,"Personal size, strong plant, good leaf cover, mid-early, uniform setting.","Light green stripes on green skin, yellow flesh color, round, firm flesh, 2,5-3 kg.",,"Suitable for low tunnel, greenhouse and open field."
Watermelon,231-201,"Personal size, mid-strong plant, good leaf cover, mid-early.","Yellow skin, red flesh color, round, firm flesh, thin rind, 1,5-2 kg.",,"Suitable for low tunnel, greenhouse and open field."
Watermelon,231-268,"Black watermelon, strong, good leaf cover.","Seedless, oval, 8-10 kg, red flesh, crispy, long shef life.",,Greenhouse and open field.
Watermelon,280-800,"Black watermelon, strong, good grafting capability.","Seedless, round, 4-5 kg, red fruit flesh, crispy, high quality, long shelf life.",,Greenhouse and open field.
Watermelon,32-08,"Strong, mid-early, very high production.","Oval crimson sweet, dark red flesh color, light green stripes on dark green ground color, 12-15 kg, very nice taste and aroma, long shelf life.",IR: Fon 0-1,Open field.
Watermelon,61-64,"Strong, early, good leaf coverage.","Oval crimson sweet, dark red flesh color, light green stripes on green ground color, 8-10 kg.",,Open field.
Watermelon,61-65,"Strong, small leaves, very early.","Crimson sweet, round, dark green stripes on light green skin, 6-8 kg, very nice taste, long shelf life.",,"Greenhouse, low tunnel and open field."
Watermelon,61-66,"Very vigorous plant, very early, large leaves, high yield.","Oval crimson sweet type, dark red flesh color, dark green stripes on light green skin.8-11 kg, very nice aroma and taste, long shelf life.",,Greenhouse and open field.
Watermelon,71-08,"Strong, mid-size leaves, very early, high production, high grafting compatibility.","Oval crimson sweet, deep red flesh color, dark green stripes on light green skin, 8-10 kg, very nice taste and aroma, long shelf life.",,"Greenhouse, low tunnel and open field."
Watermelon,81-66,"Strong, mid-size leaves, early.","Oval crimson sweet,
short-oval, dark green stripes on light green skin, red-crispy flesh, 12-14 kg, very nice taste and aroma.",,Plastic tunnel and open field.
Watermelon,91-125,Crimson Sweet Type,16-18 kg,,Plastic tunnel and Open Field
Watermelon,91-91,"Crimson sweet watermelon, strong plant, small size leaves, very early, productive.","Short-oval shape, dark red flesh color, crispy, 8-10 kg.",,Low tunnel and open field.
Watermelon,95-300,"Triploid watermelon, vigorous plant, good leaf coverage.  IR: F-1","Round, black skin color with slight stripes, red flesh, crispy, thin rind, 6 kg, %12-15 brix, long shelf life.",,Open field and greenhouse.

Watermelon,BW-75,"Strong, early, tolerant to hot weather conditions, high production.","Sugar baby, round, dark green skin color, crispy, red flesh color,  5-6 kg, long shelf life.",,"Greenhouse, low tunnel and open field."
Bean,911-66,"Flat green bean, strong, very productive.","Flat, long, straight and  uniform, 26-28 cm, green fresh fruit, tasty.",,Grennhouse.
Bean,918-66,"Flat climbing beans, vigorous, very productive.","Flat, 26-30 cm, awnless, smooth and uniform, fresh fruit, good cooking quality.",,Suitable for pole growing in greenhouse and open field.
Bean,Y-39,Green bean,"Flat, 21-23 cm, good taste.",,Grennhouse and open field on sticks.
Broccoli,180-70,"65 maturity days, very early, strong, no branching. Tick and short main stem","Small bounces, very firm head, vigorous, big, dark green, 1,8-2,0 kg.",,Open field.
